"Date","Price","Open","High","Low","Vol.","Change %"
"10/29/2024","2,762.65","2,756.40","2,770.00","2,755.30","","0.24%"
"10/28/2024","2,755.90","2,749.20","2,758.30","2,736.90","161.91K","0.05%"
"10/25/2024","2,754.60","2,748.60","2,760.90","2,729.10","153.49K","0.21%"
"10/24/2024","2,748.90","2,729.20","2,756.30","2,728.70","175.87K","0.71%"
"10/23/2024","2,729.40","2,762.60","2,772.60","2,722.10","214.52K","-1.10%"
"10/22/2024","2,759.80","2,734.70","2,763.30","2,733.50","173.70K","0.76%"
"10/21/2024","2,738.90","2,736.30","2,755.40","2,728.50","210.45K","0.33%"
"10/18/2024","2,730.00","2,707.80","2,737.80","2,707.30","178.96K","0.83%"
"10/17/2024","2,707.50","2,690.40","2,712.70","2,688.20","181.82K","0.60%"
"10/16/2024","2,691.30","2,679.50","2,702.50","2,674.90","156.88K","0.46%"
"10/15/2024","2,678.90","2,663.50","2,685.90","2,654.40","160.56K","0.50%"
"10/14/2024","2,665.60","2,673.10","2,684.20","2,660.00","123.36K","-0.40%"
"10/11/2024","2,676.30","2,647.40","2,679.00","2,645.30","168.60K","1.40%"
"10/10/2024","2,639.30","2,625.80","2,648.90","2,618.80","195.58K","0.51%"
"10/09/2024","2,626.00","2,640.70","2,642.90","2,622.80","143.00K","-0.36%"
"10/08/2024","2,635.40","2,662.80","2,672.40","2,623.40","233.85K","-1.15%"
"10/07/2024","2,666.00","2,671.70","2,679.20","2,657.30","130.71K","-0.07%"
"10/04/2024","2,667.80","2,675.70","2,690.60","2,651.60","192.66K","-0.43%"
"10/03/2024","2,679.20","2,679.90","2,683.40","2,657.80","138.55K","0.36%"
"10/02/2024","2,669.70","2,684.60","2,684.80","2,662.10","128.68K","-0.77%"
"10/01/2024","2,690.30","2,656.10","2,694.70","2,653.80","202.76K","1.16%"
"09/30/2024","2,659.40","2,680.50","2,687.70","2,646.20","173.25K","-0.33%"
"09/27/2024","2,668.10","2,695.10","2,696.90","2,665.30","196.73K","-0.55%"
"09/26/2024","2,682.90","2,668.70","2,695.60","2,666.10","0.97K","0.37%"
"09/25/2024","2,673.00","2,671.20","2,681.70","2,662.70","0.78K","0.29%"
"09/24/2024","2,665.20","2,639.10","2,675.80","2,637.30","0.50K","0.92%"
"09/23/2024","2,640.90","2,633.60","2,647.90","2,627.70","0.47K","0.24%"
"09/20/2024","2,634.60","2,601.90","2,639.10","2,601.80","0.50K","1.22%"
"09/19/2024","2,602.90","2,570.00","2,605.80","2,566.40","0.20K","0.61%"
"09/18/2024","2,587.00","2,589.40","2,615.50","2,563.50","0.47K","0.24%"
"09/17/2024","2,580.80","2,598.20","2,602.00","2,577.40","0.12K","-0.64%"
"09/16/2024","2,597.30","2,598.00","2,604.70","2,593.50","0.07K","-0.07%"
"09/13/2024","2,599.10","2,574.90","2,601.30","2,574.70","0.51K","1.17%"
"09/12/2024","2,569.10","2,531.50","2,576.60","2,531.20","0.28K","1.51%"
"09/11/2024","2,530.90","2,537.10","2,540.60","2,521.30","0.08K","-0.03%"
"09/10/2024","2,531.60","2,524.00","2,534.80","2,518.30","0.10K","0.41%"
"09/09/2024","2,521.30","2,515.00","2,524.80","2,507.60","0.05K","0.32%"
"09/06/2024","2,513.20","2,533.20","2,541.70","2,511.00","0.06K","-0.73%"
"09/05/2024","2,531.60","2,513.90","2,541.30","2,513.00","0.14K","0.68%"
"09/04/2024","2,514.40","2,511.90","2,518.00","2,495.70","0.05K","0.12%"
"09/03/2024","2,511.40","2,513.80","2,525.80","2,496.30","0.05K","-0.18%"
"08/30/2024","2,516.00","2,542.20","2,542.20","2,534.20","0.01K","-1.24%"
"08/29/2024","2,547.70","2,539.20","2,562.20","2,536.50","159.97K","1.33%"
"08/28/2024","2,514.30","2,536.70","2,540.70","2,504.80","8.49K","-0.59%"
"08/27/2024","2,529.30","2,530.50","2,537.70","2,515.40","7.27K","-0.08%"
"08/26/2024","2,531.40","2,522.10","2,538.90","2,520.70","6.08K","0.35%"
"08/23/2024","2,522.60","2,497.20","2,530.40","2,497.00","6.90K","1.17%"
"08/22/2024","2,493.50","2,525.30","2,528.00","2,483.20","7.69K","-1.21%"
"08/21/2024","2,524.10","2,528.90","2,534.00","2,505.60","5.72K","-0.13%"
"08/20/2024","2,527.40","2,519.10","2,546.80","2,511.70","10.60K","0.37%"
"08/19/2024","2,518.10","2,526.10","2,526.40","2,500.90","8.05K","0.14%"
"08/16/2024","2,514.50","2,471.50","2,524.60","2,465.80","12.01K","1.83%"
"08/15/2024","2,469.40","2,463.00","2,484.40","2,446.50","9.30K","0.50%"
"08/14/2024","2,457.10","2,483.30","2,496.60","2,454.00","7.64K","-1.12%"
"08/13/2024","2,484.90","2,488.60","2,494.00","2,475.10","8.32K","0.17%"
"08/12/2024","2,480.80","2,447.50","2,490.00","2,439.80","9.80K","1.24%"
"08/09/2024","2,450.40","2,443.40","2,453.40","2,433.90","6.57K","0.39%"
"08/08/2024","2,440.80","2,398.60","2,445.00","2,398.10","7.24K","1.27%"
"08/07/2024","2,410.30","2,408.50","2,425.10","2,397.00","6.13K","0.04%"
"08/06/2024","2,409.30","2,430.90","2,437.20","2,399.60","8.78K","-0.55%"
"08/05/2024","2,422.60","2,467.70","2,478.00","2,382.80","18.80K","-1.01%"
"08/02/2024","2,447.30","2,467.60","2,498.90","2,430.80","16.79K","-0.40%"
"08/01/2024","2,457.10","2,469.60","2,482.60","2,450.30","13.82K","0.32%"
"07/31/2024","2,449.30","2,432.40","2,472.60","2,425.70","12.47K","0.86%"
"07/30/2024","2,428.40","2,404.10","2,434.50","2,398.30","22.17K","1.58%"
"07/29/2024","2,390.70","2,398.80","2,412.00","2,380.30","3.08K","-0.13%"
"07/26/2024","2,393.70","2,376.30","2,401.80","2,370.90","0.90K","1.17%"
"07/25/2024","2,366.10","2,410.50","2,411.80","2,364.90","1.17K","-2.58%"
"07/24/2024","2,428.70","2,422.60","2,445.00","2,410.30","0.73K","0.35%"
"07/23/2024","2,420.20","2,411.00","2,423.30","2,402.50","1.60K","0.52%"
"07/22/2024","2,407.70","2,416.30","2,426.00","2,399.30","0.45K","-0.19%"
"07/19/2024","2,412.20","2,460.50","2,460.50","2,409.00","0.68K","-2.33%"
"07/18/2024","2,469.80","2,476.30","2,491.30","2,459.90","0.72K","-0.14%"
"07/17/2024","2,473.20","2,485.80","2,500.50","2,469.20","0.58K","-0.31%"
"07/16/2024","2,481.00","2,440.40","2,486.50","2,438.90","0.44K","1.59%"
"07/15/2024","2,442.10","2,433.00","2,453.90","2,420.00","0.31K","0.34%"
"07/12/2024","2,433.80","2,432.60","2,435.10","2,411.00","0.12K","-0.05%"
"07/11/2024","2,434.90","2,390.20","2,443.20","2,390.00","0.22K","1.77%"
"07/10/2024","2,392.50","2,382.90","2,405.70","2,382.80","0.12K","0.50%"
"07/09/2024","2,380.50","2,379.10","2,387.90","2,371.80","0.08K","0.18%"
"07/08/2024","2,376.20","2,411.20","2,411.20","2,372.40","0.10K","-1.41%"
"07/05/2024","2,410.20","2,379.00","2,413.00","2,375.20","0.05K","1.93%"
"07/04/2024","2,364.60","2,367.20","2,371.05","2,359.35","","-0.73%"
"07/03/2024","2,381.90","2,350.70","2,385.50","2,350.10","0.07K","1.55%"
"07/02/2024","2,345.60","2,344.40","2,348.20","2,344.40","0.02K","-0.22%"
"07/01/2024","2,350.80","2,355.20","2,356.00","2,347.80","0.14K","0.00%"
"06/28/2024","2,350.90","2,356.50","2,357.00","2,347.30","0.01K","0.09%"
"06/27/2024","2,348.70","2,331.80","2,364.30","2,330.00","3.55K","1.53%"
"06/26/2024","2,313.20","2,331.80","2,335.80","2,304.70","191.63K","-0.76%"
"06/25/2024","2,330.80","2,346.80","2,349.70","2,327.10","144.27K","-0.58%"
"06/24/2024","2,344.40","2,333.50","2,347.50","2,329.50","117.63K","0.57%"
"06/21/2024","2,331.20","2,373.80","2,382.60","2,329.20","194.82K","-1.60%"
"06/20/2024","2,369.00","2,344.20","2,379.50","2,338.50","252.69K","1.11%"
"06/19/2024","2,343.00","2,342.95","2,349.65","2,338.60","","-0.17%"
"06/18/2024","2,346.90","2,333.70","2,348.20","2,320.20","154.25K","0.77%"
"06/17/2024","2,329.00","2,348.50","2,348.70","2,324.30","122.70K","-0.86%"
"06/14/2024","2,349.10","2,319.60","2,352.30","2,316.70","163.37K","1.34%"
"06/13/2024","2,318.00","2,340.90","2,342.40","2,310.90","182.66K","-1.56%"
"06/12/2024","2,354.80","2,334.00","2,358.80","2,327.20","241.67K","1.21%"
"06/11/2024","2,326.60","2,329.50","2,337.30","2,314.50","145.50K","-0.02%"
"06/10/2024","2,327.00","2,311.00","2,331.30","2,304.50","142.89K","0.09%"
"06/07/2024","2,325.00","2,395.70","2,406.70","2,304.20","314.55K","-2.76%"
"06/06/2024","2,390.90","2,375.30","2,397.80","2,372.20","172.20K","0.65%"
"06/05/2024","2,375.50","2,347.10","2,377.60","2,345.30","171.86K","1.20%"
"06/04/2024","2,347.40","2,371.30","2,373.10","2,335.10","171.55K","-0.92%"
"06/03/2024","2,369.30","2,348.00","2,375.50","2,334.80","173.15K","1.00%"
"05/31/2024","2,345.80","2,364.50","2,381.20","2,341.10","183.41K","-0.87%"
"05/30/2024","2,366.50","2,361.00","2,373.70","2,343.30","188.89K","0.62%"
"05/29/2024","2,352.00","2,372.90","2,373.50","2,346.00","2.83K","-0.65%"
"05/28/2024","2,367.30","2,348.70","2,375.20","2,347.70","1.49K","0.46%"
"05/27/2024","2,356.50","2,338.00","2,365.50","2,333.80","105.47K","0.47%"
"05/24/2024","2,345.40","2,341.50","2,357.10","2,339.10","0.69K","-0.12%"
"05/23/2024","2,348.20","2,393.20","2,395.30","2,340.00","1.14K","-2.31%"
"05/22/2024","2,403.70","2,436.30","2,440.00","2,392.10","0.71K","-1.36%"
"05/21/2024","2,436.90","2,442.30","2,448.40","2,420.20","0.54K","-0.51%"
"05/20/2024","2,449.50","2,438.60","2,464.50","2,425.60","0.70K","0.86%"
"05/17/2024","2,428.60","2,392.80","2,433.60","2,389.20","0.27K","1.34%"
"05/16/2024","2,396.40","2,401.00","2,413.10","2,387.00","0.36K","-0.39%"
"05/15/2024","2,405.80","2,372.20","2,406.30","2,370.90","0.35K","1.48%"
"05/14/2024","2,370.60","2,354.60","2,375.70","2,352.30","0.16K","0.71%"
"05/13/2024","2,353.80","2,379.80","2,380.60","2,349.50","0.15K","-1.33%"
"05/10/2024","2,385.60","2,363.10","2,390.80","2,363.10","0.24K","1.48%"
"05/09/2024","2,350.90","2,331.80","2,361.00","2,330.50","0.05K","0.78%"
"05/08/2024","2,332.80","2,335.40","2,336.50","2,323.20","0.13K","-0.09%"
"05/07/2024","2,334.80","2,344.80","2,346.10","2,329.40","0.11K","-0.29%"
"05/06/2024","2,341.60","2,326.10","2,348.30","2,326.10","0.07K","0.97%"
"05/03/2024","2,319.10","2,323.70","2,338.90","2,298.10","0.06K","-0.04%"
"05/02/2024","2,320.00","2,340.90","2,341.70","2,307.70","0.27K","-0.06%"
"05/01/2024","2,321.50","2,308.80","2,349.90","2,303.50","0.32K","0.35%"
"04/30/2024","2,313.40","2,335.20","2,335.20","2,307.00","0.16K","-2.39%"
"04/29/2024","2,370.00","2,369.70","2,380.70","2,353.50","9.15K","0.97%"
"04/26/2024","2,347.20","2,344.20","2,364.40","2,338.00","171.01K","0.20%"
"04/25/2024","2,342.50","2,327.40","2,357.60","2,316.40","224.47K","0.18%"
"04/24/2024","2,338.40","2,335.70","2,350.90","2,324.80","187.70K","-0.16%"
"04/23/2024","2,342.10","2,342.30","2,347.90","2,304.60","270.23K","-0.18%"
"04/22/2024","2,346.40","2,403.70","2,404.30","2,338.20","262.67K","-2.79%"
"04/19/2024","2,413.80","2,394.00","2,433.30","2,386.80","275.41K","0.66%"
"04/18/2024","2,398.00","2,377.90","2,408.00","2,377.20","200.55K","0.40%"
"04/17/2024","2,388.40","2,398.00","2,412.00","2,370.70","284.35K","-0.81%"
"04/16/2024","2,407.80","2,399.10","2,414.80","2,379.20","297.59K","1.04%"
"04/15/2024","2,383.00","2,369.40","2,404.30","2,340.20","343.73K","0.37%"
"04/12/2024","2,374.10","2,389.40","2,448.80","2,350.60","479.89K","0.06%"
"04/11/2024","2,372.70","2,351.70","2,395.60","2,343.10","260.42K","1.03%"
"04/10/2024","2,348.40","2,372.40","2,378.10","2,337.10","353.85K","-0.59%"
"04/09/2024","2,362.40","2,358.10","2,384.50","2,355.70","279.61K","0.48%"
"04/08/2024","2,351.00","2,343.60","2,372.50","2,321.70","285.57K","0.24%"
"04/05/2024","2,345.40","2,309.50","2,350.00","2,286.20","293.21K","1.60%"
"04/04/2024","2,308.50","2,321.00","2,325.30","2,298.70","236.23K","-0.28%"
"04/03/2024","2,315.00","2,301.70","2,321.80","2,285.70","254.57K","1.45%"
"04/02/2024","2,281.80","2,272.70","2,301.90","2,267.10","277.23K","1.09%"
"04/01/2024","2,257.10","2,259.20","2,286.40","2,249.10","220.77K","0.84%"
"03/28/2024","2,238.40","2,215.70","2,256.90","2,207.50","250.25K","1.16%"
"03/27/2024","2,212.70","2,200.50","2,218.30","2,193.70","191.46K","1.14%"
"03/26/2024","2,187.80","2,183.00","2,210.70","2,179.30","1.59K","0.05%"
"03/25/2024","2,186.80","2,177.50","2,192.70","2,175.00","0.96K","0.76%"
"03/22/2024","2,170.20","2,193.30","2,198.00","2,169.30","0.64K","-1.13%"
"03/21/2024","2,195.00","2,200.10","2,231.30","2,178.90","0.92K","1.11%"
"03/20/2024","2,171.00","2,171.30","2,201.40","2,164.20","0.66K","0.06%"
"03/19/2024","2,169.80","2,174.20","2,175.00","2,162.10","0.36K","-0.22%"
"03/18/2024","2,174.50","2,169.10","2,176.00","2,160.00","0.26K","0.13%"
"03/15/2024","2,171.60","2,175.50","2,186.70","2,169.40","0.21K","-0.28%"
"03/14/2024","2,177.80","2,190.00","2,190.50","2,168.30","0.35K","-0.61%"
"03/13/2024","2,191.10","2,174.40","2,195.70","2,172.90","0.35K","0.67%"
"03/12/2024","2,176.50","2,198.70","2,199.20","2,168.60","0.58K","-1.01%"
"03/11/2024","2,198.80","2,196.90","2,204.60","2,191.60","0.39K","0.16%"
"03/08/2024","2,195.30","2,176.30","2,211.50","2,172.10","0.46K","0.93%"
"03/07/2024","2,175.00","2,165.70","2,180.00","2,161.40","0.19K","0.32%"
"03/06/2024","2,168.00","2,145.30","2,168.30","2,142.70","0.17K","0.75%"
"03/05/2024","2,151.80","2,133.40","2,157.90","2,130.00","0.25K","0.73%"
"03/04/2024","2,136.20","2,101.10","2,136.50","2,099.90","0.14K","1.46%"
"03/01/2024","2,105.50","2,072.20","2,104.10","2,072.20","0.06K","1.99%"
"02/29/2024","2,064.40","2,060.00","2,063.40","2,060.00","0.01K","0.58%"
"02/28/2024","2,052.40","2,059.70","2,067.30","2,053.60","4.89K","0.41%"
"02/27/2024","2,044.10","2,041.20","2,049.10","2,038.10","148.78K","0.26%"
"02/26/2024","2,038.90","2,044.20","2,046.80","2,034.10","129.02K","-0.51%"
"02/23/2024","2,049.40","2,034.10","2,053.20","2,025.40","212.03K","0.92%"
"02/22/2024","2,030.70","2,036.50","2,045.50","2,029.30","147.95K","-0.18%"
"02/21/2024","2,034.30","2,036.20","2,043.50","2,030.90","120.60K","-0.27%"
"02/20/2024","2,039.80","2,027.70","2,042.70","2,023.90","202.43K","0.00%"
"02/19/2024","2,039.80","2,027.70","2,042.70","2,023.90","202.43K","0.78%"
"02/16/2024","2,024.10","2,016.10","2,027.20","2,006.60","162.36K","0.46%"
"02/15/2024","2,014.90","2,004.80","2,020.20","2,001.80","204.25K","0.53%"
"02/14/2024","2,004.30","2,006.30","2,008.80","1,996.40","193.61K","-0.14%"
"02/13/2024","2,007.20","2,033.70","2,047.30","2,002.80","217.57K","-1.27%"
"02/12/2024","2,033.00","2,038.20","2,041.80","2,025.40","116.03K","-0.28%"
"02/09/2024","2,038.70","2,049.70","2,051.90","2,034.30","116.03K","-0.45%"
"02/08/2024","2,047.90","2,051.00","2,053.80","2,034.60","137.08K","-0.19%"
"02/07/2024","2,051.70","2,052.60","2,061.30","2,046.40","125.63K","0.01%"
"02/06/2024","2,051.40","2,041.40","2,055.30","2,038.80","126.38K","0.42%"
"02/05/2024","2,042.90","2,057.90","2,059.10","2,030.80","170.43K","-0.53%"
"02/02/2024","2,053.70","2,072.00","2,074.70","2,044.20","219.80K","-0.84%"
"02/01/2024","2,071.10","2,057.90","2,083.20","2,046.40","260.92K","0.18%"
"01/31/2024","2,067.40","2,055.30","2,074.60","2,048.80","238.37K","0.80%"
"01/30/2024","2,050.90","2,051.50","2,068.00","2,047.10","214.59K","0.79%"
"01/29/2024","2,034.90","2,035.80","2,046.50","2,028.20","1.78K","0.41%"
"01/26/2024","2,026.60","2,028.90","2,035.70","2,025.40","0.41K","-0.02%"
"01/25/2024","2,027.10","2,025.40","2,034.00","2,017.00","0.46K","0.08%"
"01/24/2024","2,025.40","2,039.40","2,046.20","2,021.90","0.80K","-0.48%"
"01/23/2024","2,035.20","2,032.80","2,045.40","2,031.50","0.37K","0.18%"
"01/22/2024","2,031.50","2,040.40","2,043.00","2,027.40","0.33K","-0.34%"
"01/19/2024","2,038.50","2,033.70","2,050.10","2,031.80","0.30K","0.36%"
"01/18/2024","2,031.10","2,021.30","2,034.20","2,017.50","0.35K","0.75%"
"01/17/2024","2,015.90","2,040.80","2,041.00","2,014.60","0.18K","-1.17%"
"01/16/2024","2,039.70","2,060.00","2,069.70","2,037.50","0.48K","0.47%"
"01/15/2024","2,030.20","2,053.40","2,062.80","2,027.60","285.25K","-1.50%"
"01/12/2024","2,061.10","2,045.00","2,075.80","2,044.20","0.56K","1.59%"
"01/11/2024","2,028.90","2,039.40","2,060.10","2,027.40","0.36K","-0.42%"
"01/10/2024","2,037.50","2,046.20","2,052.00","2,036.40","0.13K","-0.25%"
"01/09/2024","2,042.70","2,044.60","2,054.90","2,041.90","0.18K","-0.02%"
"01/08/2024","2,043.20","2,061.50","2,061.50","2,035.10","0.21K","-0.80%"
"01/05/2024","2,059.70","2,063.60","2,079.00","2,041.70","0.29K","0.00%"
"01/04/2024","2,059.60","2,060.00","2,066.30","2,058.60","0.06K","0.35%"
"01/03/2024","2,052.50","2,082.70","2,082.70","2,049.20","0.08K","-1.46%"
"01/02/2024","2,083.00","2,084.30","2,094.70","2,075.40","0.07K","0.08%"